,CUSTOMER_NAME,SERIAL_COUNT
1487,Petrokan hafari kish,1
1488,Petroshimi Kazeroon Co,1
1489,Petroshimi Pardis,1
1490,Petroshimi bakhtar,10
1491,Petroshimi jam,15
1492,Petroshimi khark,4
1493,Peyk Darou Tose'e Co,2
1494,Peyk sokht shargh co,1
1495,Peyman Bargh Electric Faz Co,2
1496,Peyvand Sanat Energi,1
1497,Pezeshki Ghanoni Kkhorasan Razavi,27
1498,Piramid kish,1
1499,Pishgam sanat va modiriat vosta,2
1500,Pishgaman Asia Company,1
1501,Pishgaman Sanat TAHA Co.,1
1502,Pishgaman Tejarat Rafie Novin,4
1503,Pishgaman Zarrin Ghete Pardis Co,6
1504,Pishgaman andisheh toseh,1
1505,Pishgaman fanavari hodad,1
1506,Pishgaman sanat behnam co,2
1507,Pishgaman toseeh ertebatat,3047
1508,Pishgaman toseh ertebatat co,5
1509,Pishgamna Fanavari & Danesh Aramis,194
1510,Pishran Energy Co,1
1511,Pishro Andisheh Pardaz CPOL,1
1512,Pishro tejarat maham co,1
1513,Pishtaz khodroye sahel co,1
1514,Pishtazan Madares Houshmand,1
1515,Pishtazan sabz,1
1516,Podr aray hamedan co,1
1517,Pol salamat iranian,1
1518,Polad khesht khorsan co,1
1519,Police Fata Naja,14
1520,Police fazaye tolid tabadol,100
1521,Polietilen keshavar co,1
1522,Polimer pad jam co,5
1523,Pompazh tous co,1
1524,Poran podr sepahan co,1
1525,Porsaz company,3
1526,Poshak hakopian co,10
1527,Poshesh gostar gheshm,1
1528,Posheshhaye hefazati jonob co,2
1529,Poshtibani omor dam,1
1530,Post,2
1531,Post Jomhouri Eslami Iran,7
1532,Post Ostan Azarbaijan sharghi,12
1533,Post Ostan Fars,16
1534,Pouya Baft abzar Aria Co,1
1535,Pouya Co,14
1536,Pouya Hamyarane Hana,1
1537,Pouya adak,1
1538,Pouya company,96
1539,Pouya varzan zomord pars co,3
1540,Pouya vizhen omid arya,1006
1541,Pouyan Paliz Zarin Co,3
1542,Pouyesh Afzar Houshmand Co,4
1543,Pouyesh Rayan Datis,8
1544,Pouyesh namad tehran,1
1545,Pouyesh rayan datis co,902
1546,Pouyesh rayaneh sanat fars,2
1547,Poyandegan Arman rahbord,71
1548,Poyesh Afzar Hoshmand,72
1549,Poyesh folad sepahan,2
1550,Qoqnus Sepid Parsi,2
1551,ROKN AZIN KHAVAR MIYANE,4
1552,Rabet Amin Beynolmelal Co,1
1553,Rabin tarh hiva co,1
1554,Radan niro zagros,1
1555,Radvin tejarat khavarmiyaneh,1
1556,Rah Ahan Shahri Tehran Va Homeh,926
1557,Rah Ahan Sharghi Bonyad,10
1558,Rah Va Shahrsazi Ostan Khozestan,11
1559,Rah pouyan ertebat shargh,2
1560,Rah sakhteman bahavar sazan kashmar,1
1561,Rah sakhtemani mana banaye tabriz,1
1562,Rah sakhtemani shen riz co,6
1563,Rahbordhaye bazneshastegi saba,2
1564,Rahbordhaye kasb- kar partian co,1
1565,Rahdari va haml naghl zanjan,3
1566,Rahian salamt teb alborz,1
1567,Rahkarhaye elmi santi ster,1
1568,Rahkarhaye hoshmand adran,1
1569,Rahkarhaye matn aval arya co,1
1570,Rahpouyan sokht khorasan co,1
1571,Rahpoyan pardeazesh co,2
1572,Rahrovan etemad rasekh co,2
1573,Rahyab jam tehran co,4
1574,Rahyab rayaneh gostar,101
1575,Raman company,7
1576,Ramzineh barchasb co,1
1577,Rangin kaman sazeh co,1
1578,Rasha parsayan co,21
1579,Rasha tejarat sam,1
1580,Rasti kar alborz,5
1581,Ravadar co,2
1582,Ravan sazan sanat co,1
1583,Ravankavi Tehran amozeshi darmani,1
1584,Ravosh sazeh jonob co,1
1585,Ray andish shargh,1
1586,Raya Gostar Pouya Shahab,1
1587,Raya Niruye Payesh Kohan Parsian Co,1
1588,Rayan Teb Javan Co,2
1589,Rayan ham afza co,1
1590,Rayan karan hami,1
1591,Rayan mehr Danesh Sanj Co,2
1592,Rayan mehr electronic co,1
1593,Rayan tarsim company,1
1594,Rayanehaye abi sadr co,2
1595,Rayanesh abri niki co,1
1596,Rayehe gostar binazir shargh,1
1597,Rayfar danesh eilia co,1
1598,Razyaneh sabz pars co,6
1599,Refah Chain Stores,1
1600,Refah Khodro Parsian,3
1601,Refah iranian reyhan shargh co,2
1602,Reno pars,1
1603,Resalat sanat sora co,1
1604,Resaneh gostar datis co,1
1605,Resaneh mehr taha,4
1606,Risandegi baftani parnia co,1
1607,Risandegi kavir pars nakh yazd,1
1608,Rizo pardis parsian,2
1609,Robin tadbir pars,1
1610,Roghankeshi khoramshahr,12
1611,Roozbeh Andishan Saba,1
1612,Rose sefid mantagheh chabahar co,1
1613,Roshd toyor zavareh,1
1614,Royal sakar tejarat co,2
1615,Rozitan Company,3
1616,SADAK,11
1617,SAHAND PEDAR NAHAL DANESH,1
1618,SAM ERTEBAT ZARAFEH,1
1619,SAMT Golestan,14
1620,SAMZAN OGHAF VA OMOR KHEYRIYEH,1
1621,SHerkat Sanate Adveyn Plastik,1
1622,Saba enerji afarin,1
1623,Saba shimi arya,1
1624,Sabad Gardan Roydad Negar Omid,1
1625,Sabk Zendegi Khalagh,66
1626,Sabz ab arvand co,1
1627,Sadaf peyman alborz co,1
1628,Sadaf system jonob,1
1629,Sadaf tejarat kar,1
1630,Sadak,11
1631,Sadat sanat alborz company,2
1632,Sadra Abzar Naghsh Jahan,1
1633,Sadra Gostar Pardisan,1
1634,Sadra Shahrdari,1
1635,Sadra mahan prsian,1
1636,Sadra pasargad gheshm co,1
1637,Sadra sanat diba co,1
1638,Safa rayaneh company,5
1639,Safarhaye ali baba,444
1640,Safir asman abi co,10
1641,Safir rayan mehr,1
1642,Safir zarin pars co,3
1643,Safrousham Tehran Gostar Co,1
1644,Sahami khas sazeh khavar co,1
1645,Sahamiye Bimeh Iran CO,3
1646,Sahand polad co,2
1647,Sahar shid sepehr,3
1648,Saiber sanat co,3
1649,Saipa azarbayjan co,1
1650,Sakht va bahrebardari Energy Novin Saba Novin,2
1651,Sakhtare etelaresani novingostar,1
1652,Sakhtemani forozandeh co,1
1653,Sakhtemani sormeh dezh co,1
1654,Salon farhangi varzeshi shahrdari,25
1655,Saman Fanavaran Sadr Arshia,10
1656,Saman Sari Iranian Co,1
1657,Saman Shabake Pouya,1
1658,Saman Shimi khavarminaeh Co,1
1659,Saman kalaye pars,3
1660,Saman mohit,3
1661,Saman poshtiban erfan co,1
1662,Saman sazeh shian,1
1663,Saman seyr rezvan co,1
1664,Samand Tarabar Beynolmelal,1
1665,Samaneh Electronic Ansar Co.,1
1666,Samaneh Etelaati Hoshmand Tosan,500
1667,Samaneh electronici hoshmandrahbord,1
1668,Samaneh haye ertebati saberan,31
1669,Samaneh motematkez electronic toseh tavon,1
1670,Samaneh saz dolfin apadana,2
1671,Samanehaye eideal ayande iranian co,1
1672,Samen Shimi iranian,1
1673,Samen ertebat asr,22
1674,Samian Narm afzare Asia,2
1675,Samim mashin co,1
1676,Samiya enerji bakhtar,1
1677,Samn khodro alborz,1
1678,Samt Jonoub Kerman,7
1679,Sana etelaat narvan co,1
1680,Sana farmod co,1
1681,Sana sanat pardaz co,1
1682,Sanaat Sakhteman Asemaneh Co,1
1683,Sanam Industrial & Commercial co,111
1684,Sanat Abzar Sepah,1
1685,Sanat Karan Electronic Maragheh,57
1686,Sanat Pelast I Gol,1
1687,Sanat Tejarate Beynolmellal Zima Co,4
1688,Sanat estil behzad co,2
1689,Sanat faraz farazin co,1
1690,Sanat naft university,2
1691,Sanat sakhteman deyhim damavand co,1
1692,Sanat varzan Azarbijan,1
1693,Sanatgaran fardis tabriz co,1
1694,Sanatgaran rol ring parsian,2
1695,Sanati & Bazargani Sanam 1,19
1696,Sanati Sard Saz Khodro,2
1697,Sanati dadash baradar,1
1698,Sanati dadash baradar co,1
1699,Sanati dadash baradar-ahvaz,1
1700,Sanati dadash baradar-mohandesboyok,4
1701,Sanati keshavarzi shirin khorasa co,1
1702,Sanati mid fanar co,1
1703,Sanay borodati vahid co,1
1704,Sanay chob kish co,1
1705,Sanay habo iranian,1
1706,Sanaye Azin Felez Artin,1
1707,Sanaye Behdashtie Iran,1
1708,Sanaye Boroudati Sarab Tolouei,1
1709,Sanaye Computer Iran Co,335
1710,Sanaye Electronic Zaeim,2
1711,Sanaye Felezi Sina Felez Tak Setare,1
1712,Sanaye Ghazaei Gorineh,1
1713,Sanaye Ghazaei Pars Reihan Co,1
1714,Sanaye Ghazaei Shirin Vatan,4
1715,Sanaye Ghazayi Negin Shana,1
1716,Sanaye Mokhaberat Sa Iran,303
1717,Sanaye Siman Nahavand Co,1
1718,Sanaye Simane Nahavand,2
1719,Sanaye Tose'e Sakhteman Arousha,2
1720,Sanaye ab-omran iran,1
1721,Sanaye abzian nil pars,1
1722,Sanaye baste bandi milad kan,2
1723,Sanaye basteh bandi tabriz co,1
1724,Sanaye felezi iran,1
1725,Sanaye felezi va mikhsazi pars,6
1726,Sanaye ghazaee tous kam ras,1
1727,Sanaye ghazaei bastani labani mihan,67
1728,Sanaye ghazaei dina,1
1729,Sanaye ghazaei naser tam co,2
1730,Sanaye ghazaei panid beyhagh co,1
1731,Sanaye ghazaei zarin sanat mam co,1
1732,Sanaye gol pasand electoronic,1
1733,Sanaye kabl kerman,1
1734,Sanaye karbonat calsiom kashan co,1
1735,Sanaye kashi naein co,2
1736,Sanaye kashi par tavos co,1
1737,Sanaye khodroei reyli akia dovich,1
1738,Sanaye mashinhaye edari iran,2
1739,Sanaye pompsazi navid sahand,1
1740,Sanaye pouya gostar co,2
1741,Sanaye rang Alton,1
1742,Sanaye shimiyaei ghafari co,3
1743,Sanaye shimiyaei sabz gol sabzevara,1
1744,Sanaye shimiyaei sina co,1
1745,Sanaye sokht khodro aras co,1
1746,Sanaye tolidi kashi atlas shargh co,1
1747,Sanaye yaftehaye seramiki pishrafte,1
1748,Sanayeh ghazaei beh ara,23
1749,Sanayeh toseh sakhteman arosha,2
1750,Sandogh bazneshastegi keshvari,5
1751,Sandogh gharzolhasaneh asrshomal,13
1752,Sandogh gharzolhasaneh babolsar,14
1753,Sandogh gharzolhasaneh farhangian,1
1754,Sang Moj Riz Bagher Abad,5
1755,Sang zarmehr co,1
1756,Saniar electronic amin,1
1757,Saniyeh pardaz andisheh espadana co,1
1758,Sanjesh Abzar Pouya Ayandeh,5
1759,Sanjesh Energy Behineh Sazan Toos,3
1760,Sanjeshgaran arya co,1
1761,Sanye Binasan Yek va Do Co,2
1762,Sar ashpaz bozorg nemoneh pasargad,1
1763,Saran Sadid Ertebat Rahe Now,80
1764,Sarcheshmeh moj co,1
1765,Sardroud Islamic Azad Univercity,4
1766,Sareb sazan co,1
1767,Sarian system novin,1
1768,Sarir kavian fajr,2
1769,Sarir service,2
1770,Sarmaye gozari keshavarzi kosar,5
1771,Sarmayegozarie Touka Foulad,1
1772,Sarmayegozariye Moein Kosar,1
1773,Sarmayeh gozari saba tamin co,1
1774,Sarmayeh gozari sane yekta co,1
1775,Sarmayeh gozari toseh goharan omid,2
1776,SarmayehGozari Maskan Shomal Shargh,1
1777,Sarmayehgozari sepahan mehr jahan,1
1778,Sarv Quarenta Raika,1
1779,Saya Nik Farjam Co,1
1780,Sayan Kart Company,32
1781,Sayan elctric tarh co,1
1782,Sayyal Sanate Sadra,1
1783,Sazan tarh parto,1
1784,Sazandegan banaye ferdos,1
1785,Sazeh Sabok Arsam Co,2
1786,Sazeh sadid vahid company,1
1787,Sazeh vasoleh mamot,1
1788,Sazehaye felezi va jarsaghil fesan,4
1789,Sazeman Ab va Bargh khouzestan,1
1790,Sazeman Tazirat Hokoumati,6
1791,Sazeman sanat va madan ostan gilan,3
1792,Sazman  Maliyati Bar Arzesh Afzodeh,1
1793,Sazman Banader-Bandar Chabahar,20
1794,Sazman Banader-Bandar Imam Khomeini,10
1795,Sazman Farhang O Ertebatat Eslami,1
1796,Sazman Fazaei Iran,2
1797,Sazman Havashenasi Keshvar,10
1798,Sazman Hefz Nabatat,2
1799,Sazman Jahad Keshavarzi Kohkiluyeh,9
1800,Sazman Modiriat East Azarbaijan,33
1801,Sazman Modiryate Pasmand Shahrdari,50
1802,Sazman Otobosrani Qazvin,2
1803,Sazman Sabt Ahval Keshvar,1
1804,Sazman Tablighat Eslami Esfehan,1
1805,Sazman Zendan'ha,66
1806,Sazman atsh neshani tabriz,1
1807,Sazman barnameh bodjeh-markazi,2
1808,Sazman farhangi ejtemaei esfahan,11
1809,Sazman farhangi ejtemaei varzeshi,1
1810,Sazman farhangi shahrdari mashhad,3
1811,Sazman fava Shahrdari Esfahan,8
1812,Sazman hefazat mohit zist,1
1813,Sazman hemayat az bimaran mobtala,1
1814,Sazman jahad keshavarzi azarbayjan,2
1815,Sazman khososi sazi,7
1816,Sazman mantaghh azad aras,17
1817,Sazman melal,1
1818,Sazman mohandesi omran tehran,2
1819,Sazman mosaferat jahangardi mohajer,1
1820,Sazman nezam mohandesi khorasan,1
1821,Sazman oghaf va omor kheiriyeh,5
1822,Sazman omran shahrdari esfahan,1
1823,Sazman orzhans yazd,6
1824,Sazman parkha va fazaye sabz,1
1825,Sazman payanehaye shahrdari ahvaz,2
1826,Sazman sanat madan tejarat khorasan,1
1827,Sazman sanat va madan   golestan,1
1828,Sazman sapt asnad va amlak keshvar,9
1829,Sazman sarmayegozari mosharekat,1
1830,Sazman tanzim mogharart-markazi,50
1831,Sazman varzesh shahrdari tehran,62
1832,Sazmane sanat madan va tejarate  ostane  kermanshah,1
1833,Sazmane sanat madan va tejarate  ostane ghazvin,1
1834,Sazmanha va tasisat dolati omomi,2
1835,Sazmani forosh amval tamliki,161
1836,SeaRoad Shabake Co,2
1837,Seadolf Gehshm,1
1838,Seadulf,6
1839,Seda va sima azarbayjan sarghi,3
1840,Sedaghat Forouzane Iranian,7
1841,Sedaghat forozan iranian,1
1842,Sefarat Alman,3
1843,Sefarat Ghana,1
1844,Sefro yek pardaz co,30
1845,Sel sam arya,1
1846,Selly company,3
1847,Sepahan Lifter,2
1848,Sepahan gostar hakim co,1
1849,Sepehr sanat negin,1
1850,Sepidar System Asia Co,1
1851,Sepidar zarin khuzestan co,1
1852,Seraj nor tos co,1
1853,Serkate Ta'avoni Baghbanan_Tehran,1
1854,Sero hidrolic pouya,1
1855,Services of the big industrial town of Shiraz,1
1856,Setad ejraei farman hazrat,1
1857,Setad mobareze ba mavad mokhader,3
1858,Setak arang aras,1
1859,Setareh Naft Sepahan,1
1860,Setareh etemed aria,2
1861,Setareh simaye sam kish co,1
1862,Setareh yakhi asia,8
1863,Setayesh mehr aria fateh farda,8
1864,Shabakat resana seloli co,5
1865,Shabakeh gostaran sabz pershia,1
1866,Shabakeh novin maskan iranian co,1
1867,Shabakeh shoma,3
1868,Shadi Avaran Safar Co,1
1869,Shahab bast nor co,1
1870,Shahab demir filter co,1
1871,Shahpar andisheh kavos co,1
1872,Shahr Ava Nama Co,1
1873,Shahr Negar Zenderoud,2
1874,Shahr dari ahmad abade mostofi,3
1875,Shahrak Sanati Behshahr,2
1876,Shahrak Sanati Semnan,1
1877,Shahrak elmi tahghighati esfahan,1
1878,Shahrdari Arak,1
1879,Shahrdari Ardakan,1
1880,Shahrdari Esfehan Mantagheh 12,1
1881,Shahrdari Karaj,26
1882,Shahrdari Mantaghe 10 Esfahan,8
1883,Shahrdari Mantaghe 3 Esfehan,1
1884,Shahrdari Mantaghe 3 Tabriz,74
1885,Shahrdari Markazi Semnan,6
1886,Shahrdari Meibod,1
1887,Shahrdari Neyshabur,1
1888,Shahrdari Salehiyeh,1
1889,Shahrdari Some Sera,1
1890,Shahrdari antaghrh 5,43
1891,Shahrdari arak,10
1892,Shahrdari ardebil,1
1893,Shahrdari darcheh,1
1894,Shahrdari esfahan-moavenat haml,20
1895,Shahrdari eslamshar,1
1896,Shahrdari mantagheh 13,2
1897,Shahrdari mantagheh 15,11
1898,Shahrdari mantagheh yek tabriz,1
1899,Shahrdari mantagheh3 hamedan,3
1900,Shahrdari najaf abad,1
1901,Shahrdari qom,5
1902,Shahrdari shiraz,40
1903,Shahrdarie Najafabad,1
1904,Shahrdarie Qom,1
1905,Shahrsazi Va Khanehsazi Baghmishe,1
1906,Shahsavaran parsi gasht,6
1907,Sham Sham Shiraz,13
1908,Sharif Sang Azin,1
1909,Shayan hesabgar atiyeh co,1
1910,Shayegan gostaresh tejarat sina,2
1911,Shbakeh behdasht darman varzaghan,1
1912,Shen Zar Co,1
1913,Sherkat Meli Naftkesh Iran,20
1914,Sherkat ghaleh- khadamat khuzestan,1
1915,Sherkat meli naft iran,11
1916,Shetab System Jahani,1
1917,Shetab arian gostar pazh co,45
1918,Shilat gostar sabaln co,1
1919,Shima parto company,1
1920,Shimi petroshimi vosta co,1
1921,Shimi teflon dena,1
1922,Shimiyaei naft gostar co,2
1923,Shir Gas Iran Co,7
1924,Shir Pegah Azarbayjan,1
1925,Shir alghadir borojerd,2
1926,Shir pastorizeh pegah khorasan,2
1927,Shiran Gol Zard co,1
1928,Shiraz sanat tadbir pasargad co,1
1929,Shisheh ghazvin co,3
1930,Shisheh kaveh folot co,1
1931,Shiveh Novin Ertebat Paydar,60
1932,Shobe karaj sherkat melli pakhshe faravardehaye nafti iran,4
1933,Shoraye siasatgozari aemeh jomeh,1
1934,Shore Nezarat bar Seda & Sima,1
1935,Shoshiant didehban iranian,1
1936,Siba Polimer Kabir Co,1
1937,Siemens Co,10
1938,Sim&Cable Payam Afshan Piranshahr,1
1939,Sima Cable Resana Arak Co,1
1940,Sima shahr azma co,1
1941,Simab tous co,1
1942,Siman Ardestan Co,3
1943,Siman Esfehan,1
1944,Siman Mehr Makou Co,1
1945,Siman Shahroud,2
1946,Siman Zaaveh Torbat Co,2
1947,Siman faravan garmsar,1
1948,Siman shahrod co,2
1949,Simane hegmatan,2
1950,Simin sepahan co,2
1951,Simorgh hezareh sevom co,252
1952,Sina tarabar part,1
1953,Sivahi mantagheh azad chabahar co,1
1954,Sivan Tadbir Tejarat Co,1
1955,Sobhan web rezerv kish co,1
1956,Sodor ahrar shargh,1
1957,Sokoh pardazeshgaran bozorg asia,22
1958,Solico Kalleh,3
1959,Solico kaleh Co,1
1960,Soroush Hamrah Resaneh,10
1961,Soud gostar sabalan,1
1962,Sun hezareh taksan pasargad co,1
1963,Suren sanat bakhtaran,1
1964,Taavon rostaei ostan esfahan,1
1965,Taavoni Masraf Bank Meli Iran,1
1966,Taavoni Masrafe Karkonane Post Esfahan,5
1967,Taavoni Varzeshkaran Islamshahr Co,2
1968,Taavoni chand manzoreh taxirani,1
1969,Taavoni masraf kargaran poli ekril,1
1970,Taavoni mekanizasion falahat,1
1971,Taavoni pishgaman nesf jahan co,1
1972,Taavoni takasan khavar,2
1973,Taavoni toziei karkonan bimeh,1
1974,Taban faraz arnika,1
1975,Tabesh Azin Parsian Co,1
1976,Tabi'at Sabz Pars Kohan,2
1977,Tabriz Municipality,6
1978,Tabriz university,6
1979,Tabriztile,3
1980,Tadbir Eskan Co,3
1981,Tadbir Sazan Saramad Co,1
1982,Tadbir andish tejarat mandegar co,2
1983,Tadbir faraz zagros co,1
1984,Tadbir hoshmand pezhvak co,2
1985,Tadbir khodro Alamdar Co,1
1986,Tadvin system sayban co,1
1987,Taghviat sazeh arya company,1
1988,Tahghigh sanat tabriz co,1
1989,Tahghigh toseh ertebat pana co,1
1990,Tahghigh toseh yasna pars co,2
1991,Tahie Tozi Ghazaye Dena Afarin Fadak,10
1992,Tahkim Sarmaye Ejtemaei,6
1993,Tahkim bana pey artan co,1
1994,Tahlil Garan Dade Vira Lutous,1
1995,Tahlilgaran etelat pouya,2
1996,Tahqiqat & Towlidiy e SinaJen Co,1
1997,Tahviye nia co,1
1998,Tahviyeh afarinan saman co,1
1999,Tahye & Tozi Gataat Dana co,1
2000,Tajhiz gostar abadis co,1
2001,Tajhiz teb hafez co,1
2002,Tajhizat Va Abzar Allat Saipa,1
2003,Tajhizat enteghal bargh pars co,2
2004,Tajhizat sanat paya,4
2005,Taksan zarin company,1
2006,Talash danesh pazhoh,1
2007,Talaye daran e fadak,1
2008,Talie Sazeh Hakhamanesh Co,2
2009,Tam iran khodro co,1
2010,Tamas pardaz keihan,69
2011,Tamin Bargh va Ab Iran,3
2012,Tamin San'at Amen,2
2013,Tamin Tarabar Iranian Co,1
2014,Tamin bargh va ab iran,3
2015,Tamin sarmayeh lotos parsian co,21
2016,Tamirat niroye bargh azarbayjan co,1
2017,Tamn niroye sam co,1
2018,Tandis tejarat arman co,2
2019,Tanin Eghtedar Pars,1
2020,Tarah andisheh behsaz mellat co,1
2021,Tarahi & Mohandesi Tavan Sazan Iran,3
2022,Tarahi mohandesi asa ghadr co,3
2023,Tarahi mohandesi saen,1
2024,Tarahi va tolid hirbod iranian,1
2025,Taraz khak eivan,2
2026,Tarbiat modares university,80
2027,Tarh & Afarinesh Omran Co,2
2028,Tarh Gostaran roshd,1
2029,Tarh Va Sakhte Ista,1
2030,Tarh va andisheh behsaz melat co,2
2031,Tarhaye Zirbanayi va Energy Farazin,2
2032,Tarigh azar tabriz Co,5
2033,Tarrahan Control Shargh Pazh Co,2
2034,Tarvij Sanat,1
2035,Tarvij Sanat parsian co,2
2036,Tasisati abad kar company,1
2037,Tavan Afza Behboud,1
2038,Tavan sanat parsis arya,1
2039,Tavanmand Sazi Nirouhaye Mosallah,1
2040,Tavon kar refah ejtemaei khorasan,1
2041,Tavoni Hami Eghtesad SalamatTirazis,2
2042,Tavoni etebar gorohi iran khodro,11
2043,Tavoni khadamato taksama co,1
2044,Tavoni masraf tamin ejtemaei,4
2045,Tavoni tolid bargh azr niro co,1
2046,Tavoni tos khorasan co,1
2047,Taxi Bisim seiro Safar Mashayekh Salamat Barana,1
2048,Taxi bisim tehran,2
2049,Tazamoni Hasan Nam Avar Va Shoraka,1
2050,Tazamoni ali torkashvand shoraka,1
2051,Tazamoni sarafi eslami va shoraka,1
2052,Tazamoni shahin akhbari-shoraka,1
2053,Tazeh Daneh,1
2054,Teb azma company,2
2055,Teb kar azarbayjan co,1
2056,Technologyi bargh nader,2
2057,Tehran EDU 2,3
2058,Tehran Municipality ICT Organization,120
2059,Tehran Waste Water,1
2060,Tehran internet,3
2061,Tejarat Electronic Parsian Co.,10536
2062,Tejarat Electronic va Fannavariye Etka,242
2063,Tejarat Fajre Seir Co,2
2064,Tejarat electoronic amn moj co,1
2065,Tejarat electoronic borna sepahan,3
2066,Tejarat electoronic sarpoulak co,1
2067,Tejarat gostar moj co,285
2068,Tejarat pishegan yasin,2
2069,Tejarat tozie adib gostar iranian,1000
2070,Tejarati fani dena shiraz co,1
2071,Telcom masafat co,1
2072,Tele Cabin Tochal,6
2073,Terafic- hamlonaghl shahrdari,1
2074,Teraktorsazi iran company,3
2075,Teran Part Tipax Co,1
2076,Tiam pakhsh gostar,2
2077,Timar makian,2
2078,Tina zarf borojerd co,1
2079,Tirazheh gostar kish co,4
2080,Tiva gostar derakhshan co,1
2081,Tolica tarh co,1
2082,Tolid Barghe Azarbaijan Sharghi,2
2083,Tolid NirouyeJonoub Gharb Saba,5
2084,Tolid ghataat khavar co,1
2085,Tolid lastik karan company,1
2086,Tolid pomohaye bozorg torbinhaye ab,1
2087,Tolid systemhaye ehyaye nozad,6
2088,Tolid toseh niro parseh,1
2089,Tolidi Laei Asl,1
2090,Tolidi bazargani sina kolon,1
2091,Tolidi chodan sazan co,1
2092,Tolidi ghatat mehvari khorasan co,1
2093,Tolidi kabl ravan company,1
2094,Tolidi kaghaz kar tehran co,1
2095,Tolidi mansoj kian co,1
2096,Tolidi masaleh sakhtemani yasoran,1
2097,Tolidi mikh va parch almas golestan,1
2098,Tolidi nasr zoghal company,1
2099,Tolidi pich va mohreh gijin,5
2100,Tolidi poshak ronak jin pishro,1
2101,Tolidi reza nakh co,1
2102,Tolidi sanati etehad pelast alborz,1
2103,Tolidi sanaye rang razin pars alvan,1
2104,Tolidi saveh co,1
2105,Tolidi va sanati pakshoma,2
2106,Toliu setareh jonob,1
2107,Tolo farday iranian,8
2108,Tolombeh sazan tabriz,1
2109,Toloue Teravat Tabiat Teb Co,7
2110,Torang chap,1
2111,Torbo komperso tak khavarmiyaneh,2
2112,Tosan sanat apadana co,1
2113,Tosan setareh pakhsh kish co,5
2114,Tose Azad Pasargad,1
2115,Tose Sanaat Nassaji Azaran,1
2116,Tose Vousheh Khavarmiyaneh- Shiraz,5
2117,Tose fono atiyeh,1
2118,Tose maaden va sanaye madani korde,1
2119,Tose pardazan khoshnam Azar Co,1
2120,Tose'e Andishan Paydar Ertebatat Selloli,12
2121,Tose'e Ertebatat Traffici Mashhad,14
2122,Tose'e Etebar Sanji Shahr,2
2123,Tose'e Polimer Kangan,5
2124,Tose'e noavari shahr,1
2125,Tosee Andish Sepand Company,2
2126,Tosee Ertebatat Atrisa,1
2127,Tosee Gostar Helal Khavaremiyaneh,7
2128,Tosee Khadamat Electronic Adonis,5
2129,Tosee Khadamat Zir Banaei,2
2130,Toseh ab-khak armani co,1
2131,Toseh andisheh madar nafis co,1
2132,Toseh bazargani khanjani,2
2133,Toseh darman fartak co,1
2134,Toseh eideh negar system,77
2135,Toseh enerji bargh khavarmiyaneh co,1
2136,Toseh enerji pak pouyesh persian co,1
2137,Toseh ertebat yadegar novin,2
2138,Toseh fan afzar tosan co,97
2139,Toseh fanavari borna parseh co,1
2140,Toseh fanavari ertebatat pasargad,828
2141,Toseh garan narm afzar azarbayjan,1
2142,Toseh gostar eghtesad pouya,1
2143,Toseh kimiyaye saadat co,1
2144,Toseh modiriat va sarayehgozari co,1
2145,Toseh nama co,1
2146,Toseh niromand enerzhi co,1
2147,Toseh pakhsh kalaye boghcheh st,1
2148,Toseh paydar axon co,1
2149,Toseh rah ahan aria co,1
2150,Toseh sanat naft gaz pershia,1
2151,Toseh sanat tejarat arian pazh co,1
2152,Toseh sanati moshfegh,1
2153,Toseh sanati notash nasir co,1
2154,Toseh sarmayeh ensani arya sabin,1
2155,Toseh sazehaye sadid,1
2156,Toseh sepehr elahiyeh co,1
2157,Toseh system sanay shargh,2
2158,Toseh tajhiz pelasmaye novin co,1
2159,Toseh tajhizat khatam,2
2160,Toseh tejarat ARK TABRIZ CO,300
2161,Toseh tejarat sanyar co,2
2162,Toseh toka pars co,1
2163,Tosehei marakez dadehei novin,2
2164,Tosie  Barghe Gharbe Mazandaran,9
2165,Tosie Nirouye Barghe Hamedan,1
2166,Tosie Nirouye Barghe Ostan Alborz,1
2167,Tosie Nirouye Barghe Ostan Esfahan,2
2168,Tosie Nirouye Barghe Ostan Semnan,1
2169,Tosie Nirouye Barghe khuzestan,2
2170,Tosie Niroye Bargh Ostan Boshehr,1
2171,Tosse Ertebatat poya pardaz rayaneh,1
2172,Tosse Saderat Iran Bank,252
2173,Total & P Iran,1
2174,Tourbin haye San'ati Ghadir Yazd Co,1
2175,Tous fadak co,1
2176,Tousan Paskhsh Setareye Kish,2
2177,Toyor paeizan abhar co,1
2178,Tozi Nirouye Bargh Khouzestan,47
2179,Tozie Barghe Shahrestane Isfahan,2
2180,Tozie Nirouye Bargh Mashhad,8
2181,Tozie Nirouye Bargh Ostan Hamedan,2
2182,Tozie Nirouye Bargh Tabriz,20
2183,Tozie Nirouye Bargh shiraz,3
2184,Tozie daro pakhsh co,2
2185,Tozie niroye bargh ostan lorstan,1
2186,Tozie niroye bargh ostan yazd,2
2187,Toziye Nirouye Bargh Ostan Fars,50
2188,Toziye Nirouye Bargh Ostan Lorestan,1
2189,Toziye Nirouye Bargh Ostan khorasan jonobi,1
2190,Urban Development and Revitalization Corporation,1
2191,Vahaj Sanat Mobin Co,2
2192,Vala nik kimia,1
2193,Vali Asr Doctors Group of Tabriz International Hospital,1
